rank,package_name,version,manifest_declared_license,physical_license_type,physical_license_files,has_third_party_notices,in_code_headers,conflicts_count,verdict,verdict_reason,physical_license_snippet
8544,rebuy/amqp-php-consumer,v2.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (php-amqplib/php-amqplib (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- rebuy-de-amqp-php-consumer-18bd886/LICENSE --- The MIT License (MIT) Copyright (c) 2015 reBuy reCommerce GmbH
8547,horstoeko/zugferdvisualizer,v1.0.10,MIT,MPL_COPYLEFT,LICENSE,NO,,5,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: dompdf/php-svg-lib (LGPL-3.0-or-later), smalot/pdfparser (LGPL-3.0), mpdf/mpdf (GPL-2.0-only)",--- horstoeko-zugferdvisualizer-6c61a03/LICENSE --- MIT License Copyright (c) 2023 horstoeko
8577,contao-components/colorpicker,1.5.3,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
8587,creagia/laravel-sign-pad,3.0.1,MIT,MPL_COPYLEFT,"LICENSE.md, sign-pad.min.js.LICENSE.txt",NO,,14,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: tecnickcom/tcpdf (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf (LGPL-3.0-or-later), tecnickcom/tc-lib-barcode (LGPL-3.0-or-later), tecnickcom/tc-lib-color (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-image (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-font (LGPL-3.0-or-later), tecnickcom/tc-lib-file (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-encrypt (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-sign (LGPL-3.0-or-later), tecnickcom/tc-lib-unicode-data (LGPL-3.0-or-later), tecnickcom/tc-lib-unicode (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-page (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-graph (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-parser (LGPL-3.0-or-later)",--- creagia-laravel-sign-pad-7d40063/LICENSE.md --- The MIT License (MIT) Copyright (c) Creagia <info@creagia.com>
8605,ctidigital/magento2-configurator,4.0.1,Unspecified,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: firegento/fastsimpleimport (GPL-3.0),--- ctidigital-magento2-configurator-ae16a8c/LICENSE --- The MIT License (MIT) Copyright (c) 2016 CTI Digital
8609,humanmade/psalm-plugin-wordpress,3.1.2,MIT,MPL_COPYLEFT,LICENSE,NO,,2,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,"Permissive package imports viral copyleft dependency (wp-hooks/wordpress-core (GPL-3.0-or-later), netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.",--- psalm-psalm-plugin-wordpress-3f4689a/LICENSE --- MIT License Copyright (c) 2022 Joe Hoyle
8622,sylius/adyen-plugin,v2.0.6,MIT,MPL_COPYLEFT,"LICENSE, LICENSE_OF_TRADEMARK_AND_LOGO",YES,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: paragonie/halite (MPL-2.0), paragonie/hidden-string (MPL-2.0)","--- Sylius-AdyenPlugin-38744e9/LICENSE --- Copyright (c) 2025-present Sylius Sp. z o.o. Permission is hereby granted, free of charge, to any person obtaining a copy"
8629,friendsoftypo3/headless,v4.8.1,Unspecified,GPL_COPYLEFT,LICENSE.md,YES,,8,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,"Permissive package imports viral copyleft dependency (typo3/cms-core (GPL-2.0-or-later), enshrined/svg-sanitize (GPL-2.0-or-later), typo3/cms-cli (GPL-2.0-or-later), typo3/cms-composer-installers (GPL-2.0-or-later), typo3fluid/fluid (LGPL-3.0-or-later), typo3/cms-install (GPL-2.0-or-later), typo3/cms-extbase (GPL-2.0-or-later), typo3/cms-fluid (GPL-2.0-or-later)) without copyleft distribution licensing.","--- TYPO3-Headless-headless-246587b/LICENSE.md --- GNU GENERAL PUBLIC LICENSE Version 2, June 1991"
8634,sylius/wishlist-plugin,v1.3.0,MIT,MPL_COPYLEFT,"LICENSE, LICENSE_OF_TRADEMARK_AND_LOGO",YES,,5,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: dompdf/php-svg-lib (LGPL-3.0-or-later),"--- Sylius-WishlistPlugin-5c9fe4b/LICENSE --- Copyright (c) 2025-present Sylius Sp. z o.o. Permission is hereby granted, free of charge, to any person obtaining a copy"
8681,pagarme/pagarme-php-sdk,7.0.1,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (apimatic/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,--- pagarme-pagarme-php-sdk-608e0b3/LICENSE --- License: ========
8695,monsieurbiz/sylius-rich-editor-plugin,v3.1.8,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,2,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
8718,2amigos/yii2-selectize-widget,1.1.0,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- 2amigos-yii2-selectize-widget-9762a34/LICENSE.md --- # The BSD License (BSD) Copyright (c) 2013-2015, 2amigOS! Consulting Group LLC."
8724,yiisoft/yii2-sphinx,2.0.16,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- yiisoft-yii2-sphinx-bac8721/LICENSE.md --- Copyright © 2008-2013 by Yii Software LLC (http://www.yiisoft.com) All rights reserved.
8729,phpdocumentor/phpdocumentor,v3.10.0,MIT,MPL_COPYLEFT,"LICENSE, MIT-LICENSE.txt, copyright.txt, LICENSE",NO,IN_CODE_GPL,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: jawira/plantuml (GPL-3.0-or-later),--- phpDocumentor-phpDocumentor-0cd9a39/LICENSE --- The MIT License (MIT) Copyright (c) 2010 Mike van Riel
8740,craftcms/flysystem,2.0.1,MIT,MPL_COPYLEFT,LICENSE.md,NO,,2,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.,"--- craftcms-flysystem-db27fc3/LICENSE.md --- The MIT License (MIT) Copyright (c) Pixel & Tonic, Inc."
8806,bashkarev/clickhouse,2.0.5,MIT,MPL_COPYLEFT,LICENSE.txt,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- bashkarev-clickhouse-0ff87e3/LICENSE.txt --- The MIT License (MIT) Copyright (c) 2017 Dmitry Bashkarev
8811,horstoeko/zugferd-laravel,v1.0.5,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: smalot/pdfparser (LGPL-3.0),--- horstoeko-zugferd-laravel-28e35f2/LICENSE --- MIT License Copyright (c) 2023 horstoeko
8827,jbzoo/codestyle,8.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,--- JBZoo-Codestyle-412a91b/LICENSE --- MIT License Copyright (c) 2020 JBZoo Content Construction Kit (CCK)
8828,rmrevin/yii2-minify-view,2.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- rmrevin-yii2-minify-view-4545e6d/LICENSE --- The MIT License (MIT) Copyright (c) 2014 Revin Roman Borisovich
8911,codedredd/laravel-soap,v4.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: paragonie/hidden-string (MPL-2.0),--- CodeDredd-laravel-soap-9a6b6bf/LICENSE --- The MIT License (MIT) Copyright (c) 2014 Michael van de Rijt
8936,craftcms/generator,2.2.0,mit,MPL_COPYLEFT,LICENSE.md,NO,,2,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.,"--- craftcms-generator-24be47e/LICENSE.md --- The MIT License (MIT) Copyright (c) Pixel & Tonic, Inc."
8982,orklah/psalm-insane-comparison,v2.4.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,--- orklah-psalm-insane-comparison-b31246e/LICENSE --- MIT License Copyright (c) 2020 orklah
8989,studio1902/statamic-peak-tools,v9.2.1,Unspecified,GPL_COPYLEFT,LICENSE,YES,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: james-heinrich/getid3 (GPL-1.0-or-later, LGPL-3.0-only)","--- studio1902-statamic-peak-tools-001f495/LICENSE --- GNU GENERAL PUBLIC LICENSE Version 3, 29 June 2007"
9041,yii2tech/spreadsheet,1.0.5,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- yii2tech-spreadsheet-aff93d4/LICENSE.md --- The Yii framework is free software. It is released under the terms of the following BSD License.
9061,jbzoo/toolbox-dev,8.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,--- JBZoo-Toolbox-Dev-633f7fa/LICENSE --- MIT License Copyright (c) 2020 JBZoo Toolbox for developers
9116,asofter/yii2-imperavi-redactor,0.0.3,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- asofter-yii2-imperavi-redactor-08e05dd/LICENSE.md --- Extension itself ================
9121,alperenersoy/filament-export,v4.0.1,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,3,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
9136,yiisoft/yii2-codeception,2.0.6,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- yiisoft-yii2-codeception-086c8c2/LICENSE.md --- The Yii framework is free software. It is released under the terms of the following BSD License.
9164,oxid-esales/oxideshop-metapackage-ce,v7.5.0,Unspecified,MPL_COPYLEFT,LICENSE,YES,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: makaira/oxid-connect-essential (GPL-3.0-or-later),--- OXID-eSales-oxideshop_metapackage_ce-e2cc5d3/LICENSE --- OXID eShop Community Edition Lizenz 2022 1.	Präambel
9234,shopware/docker,0.3.0,MIT,MPL_COPYLEFT,LICENSE,NO,,6,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: dompdf/php-svg-lib (LGPL-3.0-or-later), smalot/pdfparser (LGPL-3.0)",--- shopware-docker-a015a43/LICENSE --- MIT License Copyright (c) 2023 shopware AG
9263,xj/yii2-jplayer-widget,2.9.0.1,BSD-3-Clause,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
9270,swag/paypal,10.8.2,MIT,MPL_COPYLEFT,LICENSE,NO,,6,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: dompdf/php-svg-lib (LGPL-3.0-or-later), smalot/pdfparser (LGPL-3.0)",--- shopware-SwagPayPal-c3bc870/LICENSE --- The MIT License (MIT) Copyright (c) shopware AG
9294,craftcms/redactor,4.2.0,MIT,MPL_COPYLEFT,LICENSE.md,NO,,2,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.,"--- craftcms-redactor-47bc7bc/LICENSE.md --- The MIT License (MIT) Copyright (c) Pixel & Tonic, Inc."
9324,nystudio107/craft-seomatic,5.1.22,proprietary,MPL_COPYLEFT,LICENSE.txt,NO,,2,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.,--- nystudio107-craft-seomatic-cab0fe8/LICENSE.txt --- Copyright © nystudio107 Permission is hereby granted to any person obtaining a copy of this software
9437,liuggio/excelbundle,v2.1.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: phpoffice/phpexcel (LGPL-2.1),"--- liuggio-ExcelBundle-b4fe94b/LICENSE --- Copyright (c) 2004-2014 Permission is hereby granted, free of charge, to any person obtaining a copy"
9476,keepa/php_api,3.0.3,Apache-2.0,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,
9500,kdyby/rabbitmq,v3.1.0,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (php-amqplib/php-amqplib (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- Kdyby-RabbitMq-4be6630/LICENSE.md --- The MIT License Copyright (c) 2010 Alvaro Videla
9508,log1x/poet,v2.1.0,MIT,MPL_COPYLEFT,LICENSE.md,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: johnbillion/extended-cpts (GPL-2.0-or-later), johnbillion/args (GPL-2.0-or-later)",--- Log1x-poet-5376493/LICENSE.md --- MIT License Copyright (c) Brandon Nifong
9532,raoul2000/yii2-jcrop-widget,1.0.0,BSD 3-Clause,MPL_COPYLEFT,LICENSE,NO,IN_CODE_GPL,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- raoul2000-yii2-jcrop-widget-1a858a0/LICENSE --- Copyright (c) 2014, raoul All rights reserved."
9538,dhl/sdk-api-parcel-de,1.4.0,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,--- netresearch-dhl-sdk-api-parcel-de-ef2551a/LICENSE.md --- The MIT License (MIT) Copyright (c) 2023 Netresearch DTT GmbH
9549,oro/oauth2-server,7.0.1,MIT,MPL_COPYLEFT,LICENSE,NO,,3,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: matomo/device-detector (LGPL-3.0-or-later), oro/platform-serialised-fields (OSL-3.0)",--- oroinc-oauth2-server-202132b/LICENSE --- The MIT License (MIT) Copyright (c) 2024 Oro Inc.
9559,lctrs/psalm-psr-container-plugin,1.11.0,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,--- Lctrs-psalm-psr-container-plugin-07f6284/LICENSE.md --- # The MIT License (MIT) Copyright (c) 2020-2021 Jérôme Parmentier
9575,thamtech/yii2-ratelimiter-advanced,0.5,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- thamtech-yii2-ratelimiter-advanced-2fde10e/LICENSE.md --- Yii2 Advanced Rate Limiter is free software. It is released under the terms of the following BSD License.
9577,oro/calendar-bundle,7.0.3,MIT,MPL_COPYLEFT,LICENSE,NO,,3,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: matomo/device-detector (LGPL-3.0-or-later), oro/platform-serialised-fields (OSL-3.0)",--- oroinc-OroCalendarBundle-04b3abf/LICENSE --- The MIT License (MIT) Copyright (c) 2024 Oro Inc.
9616,winter/storm,v1.2.14,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.,--- wintercms-storm-d3eeabc/LICENSE --- MIT License Copyright (c) 2013-2021.03.01 October CMS
9619,faryshta/yii2-disable-submit-buttons,2.0.0,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- Faryshta-yii2-disable-submit-buttons-53c6d64/LICENSE.md --- The Faryshta Yii2 JqueryTags extension is free software. It is released under the terms of the following BSD License. Copyright © 2015 b
9667,heptacom/shopware-platform-admin-open-auth,9.1.0,Apache-2.0,MPL_COPYLEFT,LICENSE.md,YES,,6,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: dompdf/php-svg-lib (LGPL-3.0-or-later), smalot/pdfparser (LGPL-3.0)","--- HEPTACOM-HeptacomShopwarePlatformAdminOpenAuth-c471b0c/LICENSE.md --- Apache License Version 2.0, January 2004"
9684,studio1902/statamic-peak-seo,v11.9.2,Unspecified,GPL_COPYLEFT,LICENSE,YES,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: james-heinrich/getid3 (GPL-1.0-or-later, LGPL-3.0-only)","--- studio1902-statamic-peak-seo-4f9326b/LICENSE --- GNU GENERAL PUBLIC LICENSE Version 3, 29 June 2007"
9692,kop/yii2-scroll-pager,2.7.2,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- kop-yii2-scroll-pager-2772092/LICENSE.md --- The MIT License (MIT) Copyright (c) 2013-2016 Ivan Koptiev
9714,2amigos/yii2-date-picker-widget,1.0.7,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- 2amigos-yii2-date-picker-widget-d09c244/LICENSE.md --- # The BSD License (BSD) Copyright (c) 2013-2015, 2amigOS! Consulting Group LLC."
9729,shopware/production,v6.7.13.1,MIT,MPL_COPYLEFT,LICENSE,NO,,6,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: dompdf/php-svg-lib (LGPL-3.0-or-later), smalot/pdfparser (LGPL-3.0)",--- shopware-template-9d8183d/LICENSE --- MIT License Copyright (c) 2025 shopware AG
9744,sylius/admin-api-bundle,v1.12.0,MIT,MPL_COPYLEFT,LICENSE,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: paragonie/halite (MPL-2.0), paragonie/hidden-string (MPL-2.0)","--- Sylius-SyliusAdminApiBundle-bbeadd9/LICENSE --- Copyright (c) 2011-2021 Paweł Jędrzejewski Permission is hereby granted, free of charge, to any person obtaining a copy"
9765,yii2tech/html2pdf,1.0.7,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- yii2tech-html2pdf-c38755d/LICENSE.md --- The Yii framework is free software. It is released under the terms of the following BSD License.
9775,tig/postnl-magento2,1.26,CC-BY-NC-ND-3.0,NO_PHYSICAL_LICENSE_FILE,None,NO,,2,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
9778,craftcms/feed-me,6.15.1,proprietary,MPL_COPYLEFT,LICENSE.md,NO,,2,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.,--- craftcms-feed-me-73a1a4c/LICENSE.md --- Copyright © Pixel & Tonic Permission is hereby granted to any person obtaining a copy of this software
9816,craftcms/aws-s3,2.3.2,MIT,MPL_COPYLEFT,LICENSE.md,NO,,2,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.,"--- craftcms-aws-s3-9a6c53b/LICENSE.md --- Copyright (c) Pixel & Tonic, Inc. Permission is hereby granted, free of charge, to any person obtaining a copy"
9833,stefandoorn/google-tag-manager-plugin,v1.2.3,Unspecified,MPL_COPYLEFT,LICENSE,NO,,3,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: xynnn/google-tag-manager-bundle (LGPL-3.0-only),--- stefandoorn-google-tag-manager-plugin-158f574/LICENSE --- MIT License Copyright (c) 2017 Stefan Doorn
9839,yooper/php-text-analysis,1.9.2,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: joomla/string (GPL-2.0-or-later),--- yooper-php-text-analysis-7106cef/LICENSE --- MIT License Copyright (c) 2018 Dan Cardin
9861,thamtech/yii2-uuid,v1.2.2,Apache-2.0,MPL_COPYLEFT,LICENSE.md,YES,,1,COMPLIANT_LGPL_WRAPPER_WITH_NOTICES,Permissive wrapper around LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)) with third-party notice/disclaimer.,"--- thamtech-yii2-uuid-ec6dbfc/LICENSE.md --- Copyright 2015 Thamtech, LLC Licensed under the Apache License, Version 2.0 (the ""License"");"
9862,sylius/test-application,v2.2.0-ALPHA.1,MIT,MPL_COPYLEFT,"LICENSE, LICENSE_OF_TRADEMARK_AND_LOGO",YES,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: paragonie/halite (MPL-2.0), paragonie/hidden-string (MPL-2.0)","--- Sylius-TestApplication-a53d99b/LICENSE --- Copyright (c) 2025-present Sylius Sp. z o.o. Permission is hereby granted, free of charge, to any person obtaining a copy"
9896,pantheon-systems/pantheon-wp-coding-standards,3.0.2,MIT,MPL_COPYLEFT,LICENSE,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: phpcsstandards/phpcsextra (LGPL-3.0-or-later), phpcsstandards/phpcsutils (LGPL-3.0-or-later)",--- pantheon-systems-Pantheon-WP-Coding-Standards-5622da8/LICENSE --- MIT License Copyright (c) 2023 Pantheon
9985,bitbag/cms-plugin,v4.4,MIT,MPL_COPYLEFT,"LICENSE, bitbag-cms-admin.js.LICENSE.txt",NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: paragonie/halite (MPL-2.0), paragonie/hidden-string (MPL-2.0)","--- BitBagCommerce-SyliusCmsPlugin-c492293/LICENSE --- Copyright (c) 2016-2019 Mikołaj Król Permission is hereby granted, free of charge, to any person obtaining a copy"
